parameter,row_index,row_shape,non_zero_indices,w1,w2,w3,w4,w5,w6,w7,w8,bias
model.2.gatebank.w,12,"(8,)","99,10,124,5,13,129,123,43",-0.8416123986244202,1.1819241046905518,0.7568526268005371,-0.32572904229164124,1.1482371091842651,0.21481488645076752,-0.10874485224485397,-0.21183615922927856,2.1689844
model.2.gatebank.w,13,"(8,)","64,132,91,140,33,110,40,92",0.30571258068084717,-1.1834511756896973,0.5028747916221619,-1.213173747062683,-0.8398062586784363,0.6544641852378845,1.156131386756897,1.3020819425582886,1.2637699
model.2.gatebank.w,14,"(8,)","136,73,67,24,124,11,28,117",1.1738147735595703,-0.06766104698181152,0.30812758207321167,-0.2979468107223511,0.166211798787117,1.4316284656524658,-0.25994056463241577,0.44075319170951843,1.6966329
model.2.gatebank.w,15,"(8,)","110,2,57,6,25,70,39,19",-0.1966087967157364,0.07442796230316162,-0.13213147222995758,0.8671342134475708,-0.6208994388580322,0.6562894582748413,-0.3662897050380707,0.529218852519989,1.7771723
model.2.gatebank.w,16,"(8,)","112,53,1,31,142,51,101,65",0.5172168612480164,1.6430127620697021,0.008373381569981575,0.1726294606924057,-0.07057437300682068,-2.076059103012085,0.8844308257102966,-0.5799228549003601,1.7338152
model.2.gatebank.w,17,"(8,)","102,123,110,120,49,8,90,104",0.03489307686686516,0.7830849885940552,-0.6987420320510864,1.1162059307098389,0.7278141379356384,-0.4311717450618744,0.8563936948776245,-0.2560524046421051,1.9176856
model.2.gatebank.w,18,"(8,)","110,85,112,65,92,41,31,60",0.5374268889427185,0.9861971735954285,-0.03754936531186104,-0.06389927864074707,0.16299448907375336,1.3075933456420898,0.10098864138126373,-0.4764731526374817,2.0777218
model.2.gatebank.w,19,"(8,)","133,109,43,18,57,134,117,88",0.4103814661502838,0.10500545054674149,1.4472805261611938,0.29723915457725525,-0.6613785028457642,0.8409478068351746,0.6195918321609497,0.013670958578586578,1.9743236
model.2.gatebank.w,20,"(8,)","122,25,88,127,115,42,52,51",1.437670111656189,-0.5640971064567566,0.959064245223999,1.226117730140686,-0.5379101037979126,0.7940148711204529,-2.1922051906585693,-0.45573392510414124,1.2574263
model.2.gatebank.w,21,"(8,)","126,8,70,79,94,102,113,103",0.11021588742733002,0.771044135093689,0.5113438963890076,-0.2047424614429474,0.08261653780937195,0.7801544070243835,0.7427026033401489,0.5933395624160767,2.437208
model.2.gatebank.w,22,"(8,)","137,43,39,12,48,135,105,10",0.24242709577083588,-0.30005431175231934,-0.9812231659889221,0.9274935722351074,-0.22082938253879547,0.7666343450546265,0.7198596000671387,0.56471848487854,2.0915518
model.2.gatebank.w,23,"(8,)","66,38,79,59,8,94,100,139",0.5778934955596924,-0.1749417930841446,-0.6960370540618896,0.09394170343875885,0.40839484333992004,1.640071153640747,0.44462183117866516,-0.8708011507987976,1.8116059
model.2.gatebank.w,24,"(8,)","67,87,40,117,95,76,136,70",0.7047631144523621,-0.4229353070259094,0.9952476620674133,0.0352838970720768,0.7136955857276917,-1.3125118017196655,-0.14135704934597015,0.5552535653114319,1.7545121
model.2.gatebank.w,25,"(8,)","6,103,132,51,115,143,123,47",1.2357152700424194,0.14499877393245697,0.4559035897254944,0.3695354163646698,0.9355989098548889,-0.6534315347671509,0.11589435487985611,-2.0903689861297607,1.3911399
model.2.gatebank.w,26,"(8,)","139,25,54,142,79,89,82,65",0.5367053151130676,0.2093479484319687,-0.3567635715007782,0.770117998123169,-0.06959646940231323,2.088602066040039,-0.35127097368240356,-0.0046292878687381744,1.6035858
model.2.gatebank.w,27,"(8,)","39,20,46,143,32,138,37,52",2.3847951889038086,1.1463780403137207,1.9479049444198608,0.5070282816886902,0.8294215798377991,0.952494204044342,0.8464969992637634,-0.4891289472579956,1.0783113
model.2.gatebank.w,28,"(8,)","59,60,23,101,88,25,114,20",-1.2599676847457886,-0.42763468623161316,0.12699759006500244,0.3994276225566864,1.8388020992279053,-0.7791121602058411,-0.6606062650680542,1.6380268335342407,0.44074276
model.2.gatebank.w,29,"(8,)","48,34,22,103,70,50,62,83",0.2221764326095581,-0.5671566724777222,0.6529353857040405,0.2845762372016907,1.5396718978881836,2.3036201000213623,0.6300619840621948,-2.3977811336517334,1.121356
model.2.gatebank.w,30,"(8,)","53,10,127,126,8,9,133,138",-1.634814977645874,-0.2317744791507721,-0.4002780020236969,-0.3702996075153351,1.9010183811187744,-0.9514400959014893,0.18747147917747498,0.3272595703601837,1.0689605
model.2.gatebank.w,31,"(8,)","85,136,110,9,19,46,35,115",1.2897356748580933,-0.4644821882247925,0.12043607980012894,0.23056548833847046,-0.05451308563351631,0.7634843587875366,1.0733323097229004,-0.46741387248039246,1.8546076
model.2.gatebank.w,32,"(8,)","65,42,138,44,19,142,129,45",-0.7067087292671204,0.5537253022193909,-0.905623197555542,1.5586771965026855,0.6822066307067871,0.14970584213733673,0.5517000555992126,1.4470980167388916,1.5020276
model.2.gatebank.w,33,"(8,)","102,20,67,4,83,78,1,48",-0.30857977271080017,-0.027103537693619728,-0.14686453342437744,0.4070563316345215,1.134810447692871,-0.39130014181137085,1.872750997543335,-1.7113661766052246,1.1988612
model.2.gatebank.w,34,"(8,)","35,34,127,136,42,121,104,77",0.32806652784347534,1.1727370023727417,-0.6774031519889832,-1.4225611686706543,1.3495134115219116,-0.2765118479728699,0.3185344338417053,-0.1968092918395996,1.6062706
model.2.gatebank.w,35,"(8,)","73,102,90,62,20,108,13,37",0.29894983768463135,0.58209228515625,1.324742078781128,-0.06425510346889496,-1.0124377012252808,0.21595486998558044,0.8816581964492798,-0.6187682747840881,1.7710507
model.2.gatebank.w,36,"(8,)","1,96,9,50,100,103,11,90",-0.9963592886924744,-0.2090184986591339,0.07234310358762741,1.521234154701233,0.3175836205482483,-0.23252075910568237,1.2478992938995361,-0.19462954998016357,1.9968268
model.2.gatebank.w,37,"(8,)","122,19,49,6,71,120,132,10",2.509226083755493,1.9654170274734497,-0.4379787743091583,-0.427772581577301,2.5199978351593018,-0.012146619148552418,0.5445916056632996,-0.5112676024436951,0.76541287
model.2.gatebank.w,38,"(8,)","61,124,39,98,93,127,34,132",0.5329615473747253,1.4364352226257324,-0.058776333928108215,1.7193841934204102,-1.0967837572097778,-0.6798081994056702,-0.12140099704265594,0.2802134156227112,1.2379123
model.2.gatebank.w,39,"(8,)","81,138,55,22,30,29,21,115",0.25363102555274963,0.854750394821167,0.14438830316066742,0.7661401033401489,-0.7984959483146667,-0.4057767689228058,1.423952341079712,1.101243257522583,1.4425485
model.2.gatebank.w,40,"(8,)","84,133,61,35,139,55,24,53",0.1664128303527832,0.35438814759254456,-0.7739937901496887,0.9157959222793579,0.9875360727310181,0.6244707107543945,-1.1691814661026,-2.3781354427337646,1.5998669
model.2.gatebank.w,41,"(8,)","20,30,80,116,42,25,91,7",0.3804658055305481,-0.06810075044631958,-2.8604042530059814,-0.2265174388885498,-0.21122394502162933,0.8911591172218323,1.006325125694275,0.6743378639221191,1.860927
model.2.gatebank.w,42,"(8,)","27,7,76,10,133,119,50,51",-0.7927851676940918,1.2448439598083496,0.9714800119400024,-0.031224040314555168,0.2905101180076599,1.4296804666519165,-0.6795362830162048,-0.33299317955970764,1.4318563
model.2.gatebank.w,43,"(8,)","132,30,112,63,75,105,87,40",0.48587504029273987,-1.3940647840499878,0.6693580150604248,0.43627724051475525,0.4311315715312958,0.7168799042701721,0.9765012264251709,-0.3054170310497284,1.8868909
model.2.gatebank.w,44,"(8,)","5,50,14,15,88,26,63,28",0.8184121251106262,-0.342792272567749,1.2382174730300903,0.8888522386550903,0.42671632766723633,-0.06536363810300827,0.0268075130879879,-0.09416934102773666,2.15746
model.2.gatebank.w,45,"(8,)","126,80,117,65,102,95,71,1",0.5916460156440735,-2.573559045791626,0.11028853803873062,-0.6706706881523132,-0.14699488878250122,1.863353967666626,0.34464508295059204,0.5094252824783325,1.2820715
model.2.gatebank.w,46,"(8,)","108,104,33,96,143,92,37,128",-0.8032140135765076,0.32374298572540283,-0.33049386739730835,-0.0531761609017849,1.1928118467330933,1.1211955547332764,0.11740262806415558,0.461714506149292,1.9822915
model.2.gatebank.w,47,"(8,)","119,81,43,5,77,34,9,64",1.0216397047042847,-0.7933632135391235,0.9376466870307922,1.5359086990356445,0.47956156730651855,1.4765161275863647,-1.6586549282073975,-1.5777251720428467,0.9740958
model.4.gatebank.w,0,"(8,)","234,182,385,378,8,153,295,200",1.2859857082366943,-1.1309504508972168,1.567335844039917,-0.2767048478126526,0.7843705415725708,-1.6582205295562744,0.7393364906311035,-0.7298679351806641,1.3672866
model.4.gatebank.w,1,"(8,)","220,77,232,391,89,214,241,86",0.4804830551147461,-0.19085296988487244,-0.8344111442565918,1.804521918296814,-0.5673505663871765,1.4321225881576538,0.0671321451663971,-0.111864373087883,1.802842
model.4.gatebank.w,2,"(8,)","201,73,18,347,323,390,136,122",-0.157234787940979,1.8275777101516724,-0.16903670132160187,0.8920185565948486,0.39272841811180115,0.48616981506347656,-0.3126727044582367,-0.43276992440223694,2.025991
model.4.gatebank.w,3,"(8,)","320,121,413,164,60,299,338,382",1.7157819271087646,0.21905072033405304,1.7386361360549927,-0.6894099116325378,-0.3674202263355255,-0.38469672203063965,-0.6292091012001038,0.4761979281902313,2.0778663
model.4.gatebank.w,4,"(8,)","403,248,198,108,179,262,132,59",-1.66928231716156,-0.38219764828681946,-0.1417725384235382,-0.2528151571750641,2.2997827529907227,1.487899661064148,0.4062938988208771,-0.6363740563392639,0.8715112
model.4.gatebank.w,5,"(8,)","232,398,267,385,396,355,224,360",0.8155490159988403,-0.04559439793229103,0.42405465245246887,1.156666874885559,-1.657668948173523,0.8076255321502686,1.536412000656128,-1.6209661960601807,1.0720382
model.4.gatebank.w,6,"(8,)","379,189,139,411,162,81,25,228",1.1408612728118896,1.0082361698150635,-0.6570075750350952,0.9576058983802795,0.23606900870800018,-0.28667187690734863,-0.3274380564689636,-0.8885378241539001,1.8580526
model.4.gatebank.w,7,"(8,)","75,126,17,324,281,40,209,79",-0.15740273892879486,0.9629269242286682,-0.4634825885295868,2.2366487979888916,-0.10287049412727356,0.7355605959892273,-0.37364792823791504,-0.2055021971464157,1.6758915
model.4.gatebank.w,8,"(8,)","189,126,106,300,96,400,274,24",-1.457480788230896,-0.5691309571266174,0.17816998064517975,-0.29215824604034424,1.5839091539382935,-0.7112488150596619,1.2649388313293457,1.229037880897522,1.5385652
model.4.gatebank.w,9,"(8,)","380,397,351,373,59,402,417,219",-0.10886593908071518,-0.9167630076408386,0.28649428486824036,1.9872758388519287,-1.155700922012329,0.9756166338920593,1.0558362007141113,0.09315406531095505,1.6499033
model.4.gatebank.w,10,"(8,)","197,396,166,29,377,283,401,162",-0.23874154686927795,1.4150992631912231,0.7355621457099915,-0.16484250128269196,-2.0227103233337402,1.712701439857483,0.44683629274368286,-0.898277759552002,1.1849129
model.4.gatebank.w,11,"(8,)","219,224,56,422,196,275,208,157",0.20539729297161102,1.7266093492507935,-0.755559504032135,0.005736140999943018,1.09799325466156,-0.22861707210540771,-0.8244383931159973,0.9743912220001221,1.668408
model.4.gatebank.w,12,"(8,)","176,225,61,398,149,184,79,257",1.2114454507827759,-0.1797320395708084,-0.2464013546705246,0.4258519113063812,1.5439642667770386,0.7910240888595581,-0.4752529561519623,0.013241567648947239,1.9718225
model.4.gatebank.w,13,"(8,)","7,430,3,162,312,361,126,34",0.2755489647388458,0.31127023696899414,0.1621686816215515,-0.3102149963378906,-0.46323078870773315,-1.4590641260147095,-0.5501003861427307,1.9833391904830933,1.5734664
model.4.gatebank.w,14,"(8,)","48,376,67,377,130,225,230,394",-0.8354049921035767,1.2938859462738037,0.583421528339386,-0.693246066570282,0.2300519347190857,0.5240214467048645,0.5445874333381653,-0.7075393199920654,1.9605799
model.4.gatebank.w,15,"(8,)","255,261,8,361,403,368,80,231",1.8370884656906128,-0.3223981559276581,0.10693974792957306,0.6175563931465149,-0.6492778062820435,0.8996018171310425,0.287133127450943,1.1375948190689087,1.3326458
model.4.gatebank.w,16,"(8,)","234,268,76,413,189,353,70,230",-1.2909293174743652,0.3049354553222656,0.863836944103241,0.6570289731025696,-2.27152419090271,-0.3111388087272644,1.4669921398162842,0.6876095533370972,0.9292654
model.4.gatebank.w,17,"(8,)","60,199,234,297,5,18,422,0",0.036818575114011765,2.4142565727233887,0.03490551561117172,-0.21313422918319702,-0.8877707123756409,0.49937376379966736,2.002180814743042,0.5947527885437012,1.1737776
model.4.gatebank.w,18,"(8,)","223,248,280,265,188,260,302,310",1.3018168210983276,-0.6824647784233093,-2.463155508041382,0.938748300075531,0.437627911567688,0.7879921793937683,-0.845560610294342,-0.0438314825296402,1.7000126
model.4.gatebank.w,19,"(8,)","387,37,306,0,47,135,36,1",-0.009319614619016647,0.07703515142202377,-0.6443182826042175,1.9984817504882812,1.0457754135131836,0.507813036441803,-1.203205943107605,2.0468385219573975,1.2756633
model.4.gatebank.w,20,"(8,)","113,33,316,293,392,230,429,77",-0.7820672392845154,0.2520856559276581,-0.2612135112285614,0.7911170125007629,1.1934415102005005,1.1419464349746704,-0.3250620365142822,0.33239269256591797,1.8715131
model.4.gatebank.w,21,"(8,)","393,166,23,262,29,6,220,415",-0.7358139753341675,-0.3648681640625,-0.8998097777366638,0.9531425833702087,2.520129919052124,0.7854925394058228,-0.878956139087677,0.33777931332588196,1.6293764
model.4.gatebank.w,22,"(8,)","198,404,261,253,234,340,218,177",0.38970232009887695,0.6091999411582947,-0.3118101954460144,1.4197417497634888,1.8088685274124146,-0.17888934910297394,2.6459879875183105,0.5070702433586121,1.214034
model.4.gatebank.w,23,"(8,)","108,299,352,381,228,232,269,415",2.0363168716430664,-0.6913843154907227,0.8088288307189941,-0.07297216355800629,0.2113361805677414,0.7111247777938843,0.08700274676084518,-1.2116926908493042,1.8321129
model.4.gatebank.w,24,"(8,)","181,17,112,418,0,212,16,157",-0.010380912572145462,0.5796732306480408,1.1048628091812134,0.6241448521614075,-1.4401661157608032,-1.1015174388885498,0.2742995023727417,0.9819634556770325,1.9699197
model.4.gatebank.w,25,"(8,)","78,260,411,370,379,116,50,241",0.03451155871152878,-0.5750999450683594,-0.6608700156211853,-0.8509647846221924,0.32959508895874023,2.6242988109588623,0.31697049736976624,0.5879552364349365,1.9226589
model.4.gatebank.w,26,"(8,)","87,365,240,347,97,291,142,28",-0.16110464930534363,-0.17604948580265045,0.724173903465271,-0.12098570913076401,0.5946349501609802,0.6248149871826172,0.12222415208816528,2.610525608062744,1.6156132
model.4.gatebank.w,27,"(8,)","59,375,242,262,254,178,128,256",0.5675406455993652,-0.6651989221572876,-0.8477285504341125,1.2376749515533447,-0.5469378232955933,0.5676025152206421,-1.595902681350708,2.0736477375030518,1.3468077
model.4.gatebank.w,28,"(8,)","48,149,410,286,64,405,2,384",1.0874086618423462,-0.09337284415960312,0.3061193525791168,0.5227322578430176,2.877657175064087,0.38813623785972595,-0.35976651310920715,-0.6309660077095032,1.3324456
model.4.gatebank.w,29,"(8,)","372,404,139,80,37,330,261,83",0.03505457192659378,-0.611176073551178,-0.3910062313079834,-1.2158952951431274,1.3725188970565796,0.13111434876918793,-1.7291136980056763,1.3623300790786743,0.64735985
model.4.gatebank.w,30,"(8,)","108,339,54,68,19,414,149,211",0.9523236155509949,-0.07914838194847107,-0.164091557264328,-0.12866178154945374,0.045056551694869995,2.1029605865478516,1.4727344512939453,0.5315743684768677,1.704583
model.4.gatebank.w,31,"(8,)","372,429,236,260,382,50,124,328",1.1171876192092896,-0.3201894164085388,-0.020113825798034668,0.21330103278160095,0.39134249091148376,-0.9010778665542603,1.3363711833953857,1.8897299766540527,1.8982675
model.4.gatebank.w,32,"(8,)","147,98,380,237,246,6,20,7",-0.9915509223937988,-1.5514740943908691,0.5485857129096985,0.8713595271110535,-1.1056950092315674,1.028764009475708,1.6286216974258423,0.9935232400894165,1.3529056
model.4.gatebank.w,33,"(8,)","163,288,168,63,125,380,76,279",0.47107988595962524,0.4016319215297699,-0.12616543471813202,-0.6359176635742188,1.3874866962432861,-1.839428186416626,1.5161668062210083,0.2505289316177368,1.1868691
model.4.gatebank.w,34,"(8,)","36,242,254,79,413,297,73,280",0.05860979110002518,0.07161522656679153,0.10452140122652054,1.2780593633651733,0.06894753128290176,-0.08857270330190659,0.7592211961746216,2.2078585624694824,1.9299151
model.4.gatebank.w,35,"(8,)","291,315,101,353,130,242,218,395",1.7259819507598877,-0.5299495458602905,2.0477750301361084,-0.17407046258449554,0.14363694190979004,0.40717798471450806,-0.05269310623407364,0.25114309787750244,1.4620608
model.4.gatebank.w,36,"(8,)","90,263,233,95,285,360,416,194",-1.0284472703933716,0.40010175108909607,2.0125691890716553,-0.7655560970306396,1.8187540769577026,-1.2756410837173462,-0.8901593685150146,-0.4694869816303253,0.74245465
model.4.gatebank.w,37,"(8,)","327,129,108,342,132,182,335,346",1.6998635530471802,-0.012030339799821377,1.651057481765747,0.9053578972816467,1.0121760368347168,-0.5721794962882996,-0.007592933252453804,-0.8222748041152954,1.6500552
model.4.gatebank.w,38,"(8,)","182,14,292,16,92,420,299,184",0.22055286169052124,0.10626484453678131,1.592545509338379,-1.5291979312896729,-1.4301146268844604,-1.114734172821045,0.38953304290771484,0.8999899625778198,1.3275162
model.4.gatebank.w,39,"(8,)","122,185,299,348,375,225,4,163",0.7158241868019104,-0.5565215945243835,-0.6605051755905151,-0.6709480285644531,1.3289220333099365,-2.5588126182556152,1.3892089128494263,0.016873357817530632,0.91770166
model.4.gatebank.w,40,"(8,)","244,55,37,248,83,220,196,152",-0.9060062766075134,-0.028323180973529816,-0.7593282461166382,0.3575276732444763,-0.1058729812502861,1.0518990755081177,-0.5686669945716858,2.3602843284606934,1.2703649
model.4.gatebank.w,41,"(8,)","280,353,386,95,22,399,204,263",0.9580265283584595,1.2097312211990356,0.6385775804519653,-0.04015687480568886,-1.3680428266525269,-1.2098804712295532,-1.0987988710403442,0.4588819742202759,1.6176096
model.4.gatebank.w,42,"(8,)","8,86,289,348,53,142,112,310",0.009369982406497002,-0.3329966366291046,0.5180872678756714,-0.3732864558696747,0.5693374872207642,0.9156699776649475,2.2222740650177,-0.4147414565086365,1.5578909
model.4.gatebank.w,43,"(8,)","382,375,139,80,56,188,310,110",-0.21352757513523102,-0.9322203993797302,-0.13298869132995605,-0.3197453022003174,3.413626194000244,1.7347874641418457,0.9824584722518921,-0.30030518770217896,1.2016145
model.4.gatebank.w,44,"(8,)","83,159,70,201,363,10,285,96",0.2937576472759247,1.0400794744491577,0.9969627261161804,-0.27117884159088135,0.23176267743110657,1.287593960762024,0.9098267555236816,-0.18520106375217438,1.9667616
model.4.gatebank.w,45,"(8,)","31,360,183,404,200,271,402,326",0.16735002398490906,-1.2316259145736694,0.44336000084877014,0.4839111864566803,1.0583508014678955,1.4015583992004395,-0.7447386384010315,0.3486120104789734,1.469075
model.4.gatebank.w,46,"(8,)","338,92,404,351,270,245,83,75",0.6285935640335083,-0.48429927229881287,0.8801801204681396,0.6353831887245178,2.108677387237549,-0.6781851649284363,-0.36959296464920044,-0.1799732893705368,1.3801258
model.4.gatebank.w,47,"(8,)","205,287,306,330,80,408,192,367",0.7082668542861938,1.5199822187423706,0.24252408742904663,1.5491756200790405,0.14558281004428864,0.10854774713516235,-0.5684921145439148,0.5658131837844849,1.810987
model.4.gatebank.w,48,"(8,)","355,139,189,258,134,236,186,332",0.6849021315574646,1.2775579690933228,-1.0924639701843262,0.7456985712051392,1.3634257316589355,-0.6959952712059021,-0.7504542469978333,-2.568667411804199,1.5100162
model.4.gatebank.w,49,"(8,)","29,400,409,229,39,424,406,170",-1.2152717113494873,0.6386369466781616,2.1978771686553955,0.2592696249485016,1.3226584196090698,-0.39123624563217163,-0.4024263918399811,-1.3978958129882812,1.2271657
model.4.gatebank.w,50,"(8,)","138,145,152,189,361,419,261,204",0.19572746753692627,-1.0097862482070923,0.2142522633075714,-0.2547536790370941,1.3061822652816772,0.9324600100517273,1.650313377380371,0.7703744173049927,1.7482189
model.4.gatebank.w,51,"(8,)","126,83,144,169,254,415,282,65",-0.5433894395828247,0.5181838870048523,-0.4537757635116577,0.19155652821063995,0.7428731918334961,-0.6730469465255737,-0.21741589903831482,2.225125312805176,1.5411687
model.4.gatebank.w,52,"(8,)","123,116,311,286,417,148,120,374",1.0641621351242065,-1.1016016006469727,-0.4793563485145569,0.2996883690357208,1.180311679840088,0.6255232095718384,0.6772509217262268,-0.19322514533996582,2.0549936
model.4.gatebank.w,53,"(8,)","310,371,83,183,198,159,238,120",1.5798872709274292,0.22596846520900726,0.18705148994922638,0.6537123322486877,0.9258366823196411,-0.6049007773399353,0.24586321413516998,0.15992265939712524,1.9067892
model.4.gatebank.w,54,"(8,)","93,397,424,365,343,84,305,276",-0.3173421025276184,0.424707293510437,0.8039965033531189,-2.4649791717529297,1.652177095413208,-0.2672336995601654,-1.3623478412628174,-0.8613941073417664,1.1818017
model.4.gatebank.w,55,"(8,)","62,17,358,129,89,268,23,273",0.3181002736091614,-0.20809102058410645,3.0527498722076416,-0.5293230414390564,0.87898850440979,1.5302748680114746,0.6446775794029236,-0.15253542363643646,0.8750638
